"","pert_iname","mean","n","median","sd","sRGES"
"9170","zolmitriptan",0.0100701366971873,4,-0.00440310560105898,0.37719622784558,0.0100701366971873
"9171","BRD-K92455082",0.0100989825553333,1,0.0100989825553333,NA,0.0100989825553333
"9172","BRD-K74192638",0.0101199927242553,1,0.0101199927242553,NA,0.0101199927242553
"9173","BRD-A98444709",0.01015211630779,11,0.0471748326189876,0.405690673413344,0.01015211630779
"9174","BRD-K07489121",0.0102511127599543,1,0.0102511127599543,NA,0.0102511127599543
"9175","BRD-K22322324",0.0103977478111719,5,0.101713729445051,0.447171433445593,0.0103977478111719
"9176","EXO-1",0.0104318383672056,7,-0.113714037594196,0.305104054689525,0.0104318383672056
"9177","tremorine",0.0104678249279492,6,0.0165332520940135,0.359891723132918,0.0104678249279492
"9178","BRD-K40439253",0.0105086808493073,1,0.0105086808493073,NA,0.0105086808493073
"9179","fusaric-acid",0.0106312832921394,8,-0.0989071210465867,0.398077076623471,0.0106312832921394
"9180","BRD-K24752075",0.0107267044759922,2,0.0107267044759922,0.574902903849788,0.0107267044759922
"9181","VU-0415556-1",0.0108199730115535,7,0.143511985302939,0.356863632694243,0.0108199730115535
"9182","GR-235",0.010947362579728,9,-0.104301481917248,0.356186835052128,0.010947362579728
"9183","crotamiton",0.0109659484578363,8,0.0378998562814665,0.353280570447408,0.0109659484578363
"9184","BRD-K75580081",0.0109674028707663,1,0.0109674028707663,NA,0.0109674028707663
"9185","BRD-K69548259",0.0110080380196347,4,0.0303510345484983,0.378032637872889,0.0110080380196347
"9186","BRD-K22595386",0.0110549452412733,1,0.0110549452412733,NA,0.0110549452412733
"9187","BRD-A57107094",0.011205071209944,11,0.221377146538925,0.370033015679203,0.011205071209944
"9188","BRD-K31671785",0.0112055181185463,1,0.0112055181185463,NA,0.0112055181185463
"9189","BRD-K05549170",0.011273281770429,5,0.0982525797506514,0.249894063295788,0.011273281770429
"9190","GANT-58",0.0114926377615337,17,-0.116870539839231,0.37670030591846,0.0114926377615337
"9191","BRD-K20139170",0.0114926570938103,1,0.0114926570938103,NA,0.0114926570938103
"9192","BRD-K00944562",0.0115216815943022,5,0.00996084655178315,0.379580423547211,0.0115216815943022
"9193","BRD-K89447773",0.0115416808212943,1,0.0115416808212943,NA,0.0115416808212943
"9194","BRD-K73873786",0.0116292231918013,1,0.0116292231918013,NA,0.0116292231918013
"9195","pyrrolidine-dithiocarbamate",0.0116587499726562,11,0.0747246922531026,0.442873238188779,0.0116587499726562
"9196","BRD-K15638296",0.0116941854878282,1,0.0116941854878282,NA,0.0116941854878282
"9197","BRD-K97951054",0.0119998164118272,3,0.102837773482365,0.375031642200629,0.0119998164118272
"9198","flunarizine",0.0120816070610873,8,-0.0651245202678097,0.313911936571341,0.0120816070610873
"9199","BRD-K40224283",0.0121219457366086,7,-0.0251156304630921,0.390459273026831,0.0121219457366086
"9200","pergolide",0.0121898292950714,6,0.0900523480875003,0.294911779421231,0.0121898292950714
"9201","EMF-sumo1-2",0.0122120310246576,5,-0.061794408493711,0.306212740443591,0.0122120310246576
"9202","BRD-K77432048",0.0122261141252367,20,0.0447787958717798,0.297470562594518,0.0122261141252367
"9203","GBR-13069",0.012229631892862,10,0.0278149751990223,0.291287571256557,0.012229631892862
"9204","SA-1472702",0.0123802399707233,4,0.0458538161816093,0.0999869181607238,0.0123802399707233
"9205","rhapontin",0.0123917603630418,4,-0.050370129142505,0.223633003203147,0.0123917603630418
"9206","nTZDpa",0.0124048090279798,5,-0.0344846905902457,0.363631527095626,0.0124048090279798
"9207","BRD-K96534186",0.0124661282538518,2,0.0124661282538518,0.602705674924293,0.0124661282538518
"9208","BRD-K71182858",0.0125632035250838,2,0.0125632035250838,0.163662042298528,0.0125632035250838
"9209","dicloxacillin",0.0125866110462854,8,0.147759541119954,0.315077326440207,0.0125866110462854
"9210","BRD-K72539944",0.0126610559321813,3,0.182357855850008,0.343379406104316,0.0126610559321813
"9211","cimetidine",0.0127241295630678,12,-0.0974941871865983,0.337428193327615,0.0127241295630678
"9212","BRD-K15513102",0.0127487933505593,2,0.0127487933505593,0.0222585137807195,0.0127487933505593
"9213","BRD-K75856618",0.0127653296409253,1,0.0127653296409253,NA,0.0127653296409253
"9214","BRD-K07244661",0.0127707757032166,3,-0.0409732363986407,0.107589037926222,0.0127707757032166
"9215","BRD-K75315865",0.0127722008717609,4,-0.0217970370148892,0.302100287233138,0.0127722008717609
"9216","KU-C104133",0.0127767992720788,5,0.10862810150318,0.293403493131631,0.0127767992720788
"9217","BRD-K40846327",0.0129815500716025,6,0.0292139022797292,0.402608527823367,0.0129815500716025
"9218","PSH-010",0.0129822876775779,6,0.0831259957329608,0.362280156867077,0.0129822876775779
"9219","BRD-A64850503",0.0130393280361377,3,-0.0716076325921225,0.333750756261614,0.0130393280361377
"9220","BRD-K50194167",0.0131260042074153,1,0.0131260042074153,NA,0.0131260042074153
"9221","EMD-386088",0.0132274122683587,10,0.0638736776109897,0.33302552258478,0.0132274122683587
"9222","BRD-K98297262",0.0133104486326511,4,-0.00218855926268301,0.500379773334957,0.0133104486326511
"9223","MDL-11939",0.0133515935467896,4,-0.000545251150531251,0.310714665162536,0.0133515935467896
"9224","CCMQ",0.0134090027083368,2,0.0134090027083368,0.528451790258101,0.0134090027083368
"9225","BRD-K00954209",0.0134494748470572,10,-0.0031162327546012,0.358484290553974,0.0134494748470572
"9226","SA-1463838",0.0135970151028956,3,-0.150830350668345,0.486050232978294,0.0135970151028956
"9227","BRD-K40758391",0.01364631959665,35,-0.000618147962234694,0.364907169851945,0.01364631959665
"9228","BRD-K69276764",0.0137057282202353,1,0.0137057282202353,NA,0.0137057282202353
"9229","BRD-K22630935",0.0139014974513054,4,-0.00221804803319603,0.453928239260641,0.0139014974513054
"9230","BRD-K83155387",0.0139222468681682,3,0.171376446199961,0.277551349483646,0.0139222468681682
"9231","BRD-K62209432",0.0139928671954993,1,0.0139928671954993,NA,0.0139928671954993
"9232","BRD-K85670329",0.0140695018075935,3,0.147216778422809,0.44776603581319,0.0140695018075935
"9233","dipyridamole",0.0140786893138335,11,0.107966281182145,0.317952035640178,0.0140786893138335
"9234","CP-93129",0.0141298452205999,4,-0.0269620368748213,0.401533476759237,0.0141298452205999
"9235","BRD-K67857349",0.0141434400727713,1,0.0141434400727713,NA,0.0141434400727713
"9236","BRD-K06476055",0.0142685212655236,5,-0.0462413553139198,0.225990163099149,0.0142685212655236
