"","empirical"
"3857","ENSG00000161513"
"3858","ENSG00000161526"
"3859","ENSG00000161533"
"3860","ENSG00000161542"
"3861","ENSG00000161547"
"3862","ENSG00000161618"
"3863","ENSG00000161638"
"3864","ENSG00000161653"
"3865","ENSG00000161664"
"3866","ENSG00000161677"
"3867","ENSG00000161681"
"3868","ENSG00000161692"
"3869","ENSG00000161791"
"3870","ENSG00000161798"
"3871","ENSG00000161847"
"3872","ENSG00000161904"
"3873","ENSG00000161905"
"3874","ENSG00000161920"
"3875","ENSG00000161940"
"3876","ENSG00000161956"
"3877","ENSG00000161958"
"3878","ENSG00000161970"
"3879","ENSG00000162004"
"3880","ENSG00000162065"
"3881","ENSG00000162066"
"3882","ENSG00000162069"
"3883","ENSG00000162086"
"3884","ENSG00000162139"
"3885","ENSG00000162144"
"3886","ENSG00000162174"
"3887","ENSG00000162191"
"3888","ENSG00000162194"
"3889","ENSG00000162236"
"3890","ENSG00000162244"
"3891","ENSG00000162298"
"3892","ENSG00000162300"
"3893","ENSG00000162302"
"3894","ENSG00000162337"
"3895","ENSG00000162366"
"3896","ENSG00000162368"
"3897","ENSG00000162378"
"3898","ENSG00000162390"
"3899","ENSG00000162402"
"3900","ENSG00000162408"
"3901","ENSG00000162409"
"3902","ENSG00000162415"
"3903","ENSG00000162430"
"3904","ENSG00000162433"
"3905","ENSG00000162434"
"3906","ENSG00000162437"
"3907","ENSG00000162458"
"3908","ENSG00000162493"
"3909","ENSG00000162512"
"3910","ENSG00000162542"
"3911","ENSG00000162545"
"3912","ENSG00000162551"
"3913","ENSG00000162552"
"3914","ENSG00000162585"
"3915","ENSG00000162599"
"3916","ENSG00000162604"
"3917","ENSG00000162613"
"3918","ENSG00000162616"
"3919","ENSG00000162623"
"3920","ENSG00000162627"
"3921","ENSG00000162645"
"3922","ENSG00000162676"
"3923","ENSG00000162692"
"3924","ENSG00000162694"
"3925","ENSG00000162711"
"3926","ENSG00000162714"
"3927","ENSG00000162735"
"3928","ENSG00000162738"
"3929","ENSG00000162746"
"3930","ENSG00000162747"
"3931","ENSG00000162772"
"3932","ENSG00000162783"
"3933","ENSG00000162817"
"3934","ENSG00000162825"
"3935","ENSG00000162836"
"3936","ENSG00000162869"
"3937","ENSG00000162873"
"3938","ENSG00000162909"
"3939","ENSG00000162944"
"3940","ENSG00000162946"
"3941","ENSG00000162971"
"3942","ENSG00000162981"
"3943","ENSG00000162994"
"3944","ENSG00000163001"
"3945","ENSG00000163002"
"3946","ENSG00000163013"
"3947","ENSG00000163032"
"3948","ENSG00000163050"
"3949","ENSG00000163053"
"3950","ENSG00000163069"
"3951","ENSG00000163071"
"3952","ENSG00000163072"
"3953","ENSG00000163104"
"3954","ENSG00000163106"
"3955","ENSG00000163121"
"3956","ENSG00000163138"
"3957","ENSG00000163141"
"3958","ENSG00000163161"
"3959","ENSG00000163209"
"3960","ENSG00000163219"
"3961","ENSG00000163235"
"3962","ENSG00000163251"
"3963","ENSG00000163257"
"3964","ENSG00000163281"
"3965","ENSG00000163291"
"3966","ENSG00000163319"
"3967","ENSG00000163320"
"3968","ENSG00000163322"
"3969","ENSG00000163328"
"3970","ENSG00000163347"
"3971","ENSG00000163349"
"3972","ENSG00000163359"
"3973","ENSG00000163374"
"3974","ENSG00000163389"
"3975","ENSG00000163406"
"3976","ENSG00000163412"
"3977","ENSG00000163430"
"3978","ENSG00000163435"
"3979","ENSG00000163453"
"3980","ENSG00000163462"
"3981","ENSG00000163481"
"3982","ENSG00000163482"
"3983","ENSG00000163485"
"3984","ENSG00000163491"
"3985","ENSG00000163492"
"3986","ENSG00000163510"
"3987","ENSG00000163512"
"3988","ENSG00000163519"
"3989","ENSG00000163520"
"3990","ENSG00000163521"
"3991","ENSG00000163531"
"3992","ENSG00000163539"
"3993","ENSG00000163541"
"3994","ENSG00000163564"
"3995","ENSG00000163565"
"3996","ENSG00000163576"
"3997","ENSG00000163577"
"3998","ENSG00000163584"
"3999","ENSG00000163590"
"4000","ENSG00000163597"
"4001","ENSG00000163599"
"4002","ENSG00000163606"
"4003","ENSG00000163608"
"4004","ENSG00000163611"
"4005","ENSG00000163617"
"4006","ENSG00000163623"
"4007","ENSG00000163625"
"4008","ENSG00000163629"
"4009","ENSG00000163631"
"4010","ENSG00000163633"
"4011","ENSG00000163635"
"4012","ENSG00000163636"
"4013","ENSG00000163644"
"4014","ENSG00000163659"
"4015","ENSG00000163666"
"4016","ENSG00000163681"
"4017","ENSG00000163682"
"4018","ENSG00000163686"
"4019","ENSG00000163697"
"4020","ENSG00000163701"
"4021","ENSG00000163702"
"4022","ENSG00000163703"
"4023","ENSG00000163714"
"4024","ENSG00000163719"
"4025","ENSG00000163735"
"4026","ENSG00000163738"
"4027","ENSG00000163739"
"4028","ENSG00000163743"
"4029","ENSG00000163749"
"4030","ENSG00000163751"
"4031","ENSG00000163762"
"4032","ENSG00000163785"
"4033","ENSG00000163788"
"4034","ENSG00000163794"
"4035","ENSG00000163795"
"4036","ENSG00000163812"
"4037","ENSG00000163817"
"4038","ENSG00000163820"
"4039","ENSG00000163864"
"4040","ENSG00000163866"
"4041","ENSG00000163867"
"4042","ENSG00000163870"
"4043","ENSG00000163872"
"4044","ENSG00000163873"
"4045","ENSG00000163874"
"4046","ENSG00000163877"
"4047","ENSG00000163882"
"4048","ENSG00000163904"
"4049","ENSG00000163909"
"4050","ENSG00000163913"
"4051","ENSG00000163930"
"4052","ENSG00000163947"
"4053","ENSG00000163956"
"4054","ENSG00000163960"
"4055","ENSG00000163961"
"4056","ENSG00000163975"
"4057","ENSG00000164008"
"4058","ENSG00000164010"
"4059","ENSG00000164011"
"4060","ENSG00000164023"
"4061","ENSG00000164024"
"4062","ENSG00000164031"
"4063","ENSG00000164038"
"4064","ENSG00000164040"
"4065","ENSG00000164061"
"4066","ENSG00000164068"
"4067","ENSG00000164070"
"4068","ENSG00000164074"
"4069","ENSG00000164077"
"4070","ENSG00000164080"
"4071","ENSG00000164082"
"4072","ENSG00000164086"
"4073","ENSG00000164093"
"4074","ENSG00000164096"
"4075","ENSG00000164099"
"4076","ENSG00000164104"
"4077","ENSG00000164105"
"4078","ENSG00000164111"
"4079","ENSG00000164116"
"4080","ENSG00000164117"
"4081","ENSG00000164120"
"4082","ENSG00000164124"
"4083","ENSG00000164125"
"4084","ENSG00000164129"
"4085","ENSG00000164142"
"4086","ENSG00000164162"
"4087","ENSG00000164164"
"4088","ENSG00000164167"
"4089","ENSG00000164169"
"4090","ENSG00000164181"
"4091","ENSG00000164182"
"4092","ENSG00000164188"
"4093","ENSG00000164190"
"4094","ENSG00000164197"
"4095","ENSG00000164199"
"4096","ENSG00000164209"
"4097","ENSG00000164211"
"4098","ENSG00000164241"
"4099","ENSG00000164251"
"4100","ENSG00000164258"
"4101","ENSG00000164291"
"4102","ENSG00000164292"
"4103","ENSG00000164306"
"4104","ENSG00000164307"
"4105","ENSG00000164308"
"4106","ENSG00000164323"
"4107","ENSG00000164329"
"4108","ENSG00000164332"
"4109","ENSG00000164346"
"4110","ENSG00000164379"
"4111","ENSG00000164398"
"4112","ENSG00000164402"
"4113","ENSG00000164403"
"4114","ENSG00000164404"
"4115","ENSG00000164465"
"4116","ENSG00000164483"
"4117","ENSG00000164484"
"4118","ENSG00000164494"
"4119","ENSG00000164506"
"4120","ENSG00000164535"
"4121","ENSG00000164543"
"4122","ENSG00000164548"
"4123","ENSG00000164576"
"4124","ENSG00000164587"
"4125","ENSG00000164591"
"4126","ENSG00000164603"
"4127","ENSG00000164610"
"4128","ENSG00000164615"
"4129","ENSG00000164620"
"4130","ENSG00000164626"
"4131","ENSG00000164631"
"4132","ENSG00000164638"
"4133","ENSG00000164647"
"4134","ENSG00000164649"
"4135","ENSG00000164659"
"4136","ENSG00000164669"
"4137","ENSG00000164674"
"4138","ENSG00000164675"
"4139","ENSG00000164683"
"4140","ENSG00000164684"
"4141","ENSG00000164687"
"4142","ENSG00000164691"
"4143","ENSG00000164695"
"4144","ENSG00000164713"
"4145","ENSG00000164749"
"4146","ENSG00000164758"
"4147","ENSG00000164764"
"4148","ENSG00000164808"
"4149","ENSG00000164825"
"4150","ENSG00000164830"
"4151","ENSG00000164850"
"4152","ENSG00000164855"
"4153","ENSG00000164880"
"4154","ENSG00000164896"
"4155","ENSG00000164897"
"4156","ENSG00000164898"
"4157","ENSG00000164904"
"4158","ENSG00000164916"
"4159","ENSG00000164929"
"4160","ENSG00000164933"
"4161","ENSG00000164953"
"4162","ENSG00000164975"
"4163","ENSG00000164978"
"4164","ENSG00000164983"
"4165","ENSG00000164985"
"4166","ENSG00000164989"
"4167","ENSG00000165006"
"4168","ENSG00000165023"
"4169","ENSG00000165071"
"4170","ENSG00000165102"
"4171","ENSG00000165113"
"4172","ENSG00000165115"
"4173","ENSG00000165121"
"4174","ENSG00000165125"
"4175","ENSG00000165171"
"4176","ENSG00000165175"
"4177","ENSG00000165186"
"4178","ENSG00000165188"
"4179","ENSG00000165194"
"4180","ENSG00000165195"
"4181","ENSG00000165215"
"4182","ENSG00000165233"
"4183","ENSG00000165259"
"4184","ENSG00000165272"
"4185","ENSG00000165282"
"4186","ENSG00000165288"
"4187","ENSG00000165300"
"4188","ENSG00000165312"
"4189","ENSG00000165322"
"4190","ENSG00000165323"
"4191","ENSG00000165355"
"4192","ENSG00000165389"
"4193","ENSG00000165392"
"4194","ENSG00000165406"
"4195","ENSG00000165416"
"4196","ENSG00000165449"
"4197","ENSG00000165457"
"4198","ENSG00000165458"
"4199","ENSG00000165475"
"4200","ENSG00000165487"
"4201","ENSG00000165494"
"4202","ENSG00000165511"
"4203","ENSG00000165512"
"4204","ENSG00000165516"
"4205","ENSG00000165521"
"4206","ENSG00000165525"
"4207","ENSG00000165533"
"4208","ENSG00000165555"
"4209","ENSG00000165568"
"4210","ENSG00000165617"
"4211","ENSG00000165621"
"4212","ENSG00000165630"
"4213","ENSG00000165632"
"4214","ENSG00000165644"
"4215","ENSG00000165646"
"4216","ENSG00000165650"
"4217","ENSG00000165655"
"4218","ENSG00000165661"
"4219","ENSG00000165669"
"4220","ENSG00000165688"
"4221","ENSG00000165689"
"4222","ENSG00000165698"
"4223","ENSG00000165714"
"4224","ENSG00000165730"
"4225","ENSG00000165757"
"4226","ENSG00000165775"
"4227","ENSG00000165802"
"4228","ENSG00000165806"
"4229","ENSG00000165807"
"4230","ENSG00000165813"
"4231","ENSG00000165821"
"4232","ENSG00000165861"
"4233","ENSG00000165863"
"4234","ENSG00000165874"
"4235","ENSG00000165879"
"4236","ENSG00000165886"
"4237","ENSG00000165895"
"4238","ENSG00000165898"
"4239","ENSG00000165899"
"4240","ENSG00000165905"
"4241","ENSG00000165923"
"4242","ENSG00000165929"
"4243","ENSG00000165943"
"4244","ENSG00000165948"
"4245","ENSG00000165959"
"4246","ENSG00000165985"
"4247","ENSG00000165997"
"4248","ENSG00000166002"
"4249","ENSG00000166004"
"4250","ENSG00000166006"
"4251","ENSG00000166016"
"4252","ENSG00000166024"
"4253","ENSG00000166033"
"4254","ENSG00000166037"
"4255","ENSG00000166046"
"4256","ENSG00000166068"
"4257","ENSG00000166073"
"4258","ENSG00000166106"
"4259","ENSG00000166123"
"4260","ENSG00000166128"
"4261","ENSG00000166135"
"4262","ENSG00000166136"
"4263","ENSG00000166140"
"4264","ENSG00000166165"
"4265","ENSG00000166166"
"4266","ENSG00000166188"
"4267","ENSG00000166199"
"4268","ENSG00000166206"
"4269","ENSG00000166233"
"4270","ENSG00000166260"
"4271","ENSG00000166262"
"4272","ENSG00000166263"
"4273","ENSG00000166265"
"4274","ENSG00000166266"
"4275","ENSG00000166275"
"4276","ENSG00000166289"
"4277","ENSG00000166295"
"4278","ENSG00000166311"
"4279","ENSG00000166321"
"4280","ENSG00000166326"
"4281","ENSG00000166333"
"4282","ENSG00000166337"
"4283","ENSG00000166347"
"4284","ENSG00000166348"
"4285","ENSG00000166349"
"4286","ENSG00000166352"
"4287","ENSG00000166377"
"4288","ENSG00000166387"
"4289","ENSG00000166394"
"4290","ENSG00000166401"
"4291","ENSG00000166411"
"4292","ENSG00000166439"
"4293","ENSG00000166441"
"4294","ENSG00000166450"
"4295","ENSG00000166452"
"4296","ENSG00000166471"
"4297","ENSG00000166478"
"4298","ENSG00000166479"
"4299","ENSG00000166483"
"4300","ENSG00000166508"
"4301","ENSG00000166523"
"4302","ENSG00000166546"
"4303","ENSG00000166548"
"4304","ENSG00000166575"
"4305","ENSG00000166582"
"4306","ENSG00000166595"
"4307","ENSG00000166619"
"4308","ENSG00000166664"
"4309","ENSG00000166669"
"4310","ENSG00000166681"
"4311","ENSG00000166685"
"4312","ENSG00000166704"
"4313","ENSG00000166716"
"4314","ENSG00000166743"
"4315","ENSG00000166750"
"4316","ENSG00000166770"
"4317","ENSG00000166780"
"4318","ENSG00000166783"
"4319","ENSG00000166788"
"4320","ENSG00000166801"
"4321","ENSG00000166816"
"4322","ENSG00000166821"
"4323","ENSG00000166823"
"4324","ENSG00000166848"
"4325","ENSG00000166860"
"4326","ENSG00000166881"
"4327","ENSG00000166886"
"4328","ENSG00000166887"
"4329","ENSG00000166889"
"4330","ENSG00000166922"
"4331","ENSG00000166925"
"4332","ENSG00000166928"
"4333","ENSG00000166963"
"4334","ENSG00000166965"
"4335","ENSG00000166971"
"4336","ENSG00000166974"
"4337","ENSG00000166986"
"4338","ENSG00000167037"
"4339","ENSG00000167077"
"4340","ENSG00000167081"
"4341","ENSG00000167103"
"4342","ENSG00000167107"
"4343","ENSG00000167113"
"4344","ENSG00000167118"
"4345","ENSG00000167136"
"4346","ENSG00000167157"
"4347","ENSG00000167173"
"4348","ENSG00000167178"
"4349","ENSG00000167182"
"4350","ENSG00000167193"
"4351","ENSG00000167216"
"4352","ENSG00000167244"
"4353","ENSG00000167261"
"4354","ENSG00000167264"
"4355","ENSG00000167272"
"4356","ENSG00000167291"
"4357","ENSG00000167311"
"4358","ENSG00000167315"
"4359","ENSG00000167323"
"4360","ENSG00000167333"
"4361","ENSG00000167378"
"4362","ENSG00000167380"
"4363","ENSG00000167384"
"4364","ENSG00000167468"
"4365","ENSG00000167470"
"4366","ENSG00000167476"
"4367","ENSG00000167487"
"4368","ENSG00000167508"
"4369","ENSG00000167515"
"4370","ENSG00000167522"
"4371","ENSG00000167526"
"4372","ENSG00000167528"
"4373","ENSG00000167536"
"4374","ENSG00000167548"
"4375","ENSG00000167555"
"4376","ENSG00000167562"
"4377","ENSG00000167578"
"4378","ENSG00000167595"
"4379","ENSG00000167601"
"4380","ENSG00000167613"
"4381","ENSG00000167614"
"4382","ENSG00000167637"
"4383","ENSG00000167656"
"4384","ENSG00000167657"
"4385","ENSG00000167658"
"4386","ENSG00000167671"
"4387","ENSG00000167674"
"4388","ENSG00000167680"
"4389","ENSG00000167685"
"4390","ENSG00000167693"
"4391","ENSG00000167695"
"4392","ENSG00000167700"
"4393","ENSG00000167701"
"4394","ENSG00000167702"
"4395","ENSG00000167703"
"4396","ENSG00000167733"
"4397","ENSG00000167740"
"4398","ENSG00000167741"
"4399","ENSG00000167748"
"4400","ENSG00000167749"
"4401","ENSG00000167754"
"4402","ENSG00000167755"
"4403","ENSG00000167757"
"4404","ENSG00000167767"
"4405","ENSG00000167775"
"4406","ENSG00000167792"
"4407","ENSG00000167799"
"4408","ENSG00000167840"
"4409","ENSG00000167842"
"4410","ENSG00000167889"
"4411","ENSG00000167895"
"4412","ENSG00000167925"
"4413","ENSG00000167962"
"4414","ENSG00000167965"
"4415","ENSG00000167967"
"4416","ENSG00000167968"
"4417","ENSG00000167971"
"4418","ENSG00000167984"
"4419","ENSG00000167996"
"4420","ENSG00000168003"
"4421","ENSG00000168004"
"4422","ENSG00000168014"
"4423","ENSG00000168016"
"4424","ENSG00000168028"
"4425","ENSG00000168032"
"4426","ENSG00000168038"
"4427","ENSG00000168067"
"4428","ENSG00000168077"
"4429","ENSG00000168137"
"4430","ENSG00000168143"
"4431","ENSG00000168172"
"4432","ENSG00000168175"
"4433","ENSG00000168214"
"4434","ENSG00000168216"
"4435","ENSG00000168228"
"4436","ENSG00000168243"
"4437","ENSG00000168255"
"4438","ENSG00000168264"
"4439","ENSG00000168268"
"4440","ENSG00000168280"
"4441","ENSG00000168282"
"4442","ENSG00000168286"
"4443","ENSG00000168297"
"4444","ENSG00000168303"
"4445","ENSG00000168306"
"4446","ENSG00000168310"
"4447","ENSG00000168329"
"4448","ENSG00000168386"
"4449","ENSG00000168389"
"4450","ENSG00000168398"
"4451","ENSG00000168453"
"4452","ENSG00000168488"
"4453","ENSG00000168495"
"4454","ENSG00000168502"
"4455","ENSG00000168522"
"4456","ENSG00000168538"
"4457","ENSG00000168539"
"4458","ENSG00000168564"
"4459","ENSG00000168566"
"4460","ENSG00000168589"
"4461","ENSG00000168610"
"4462","ENSG00000168646"
"4463","ENSG00000168679"
"4464","ENSG00000168685"
"4465","ENSG00000168702"
"4466","ENSG00000168734"
"4467","ENSG00000168758"
"4468","ENSG00000168763"
"4469","ENSG00000168765"
"4470","ENSG00000168769"
"4471","ENSG00000168778"
"4472","ENSG00000168781"
"4473","ENSG00000168785"
"4474","ENSG00000168792"
"4475","ENSG00000168795"
"4476","ENSG00000168807"
"4477","ENSG00000168811"
"4478","ENSG00000168813"
"4479","ENSG00000168818"
"4480","ENSG00000168872"
"4481","ENSG00000168876"
"4482","ENSG00000168878"
"4483","ENSG00000168884"
"4484","ENSG00000168887"
"4485","ENSG00000168890"
"4486","ENSG00000168904"
"4487","ENSG00000168906"
"4488","ENSG00000168907"
"4489","ENSG00000168913"
"4490","ENSG00000168918"
"4491","ENSG00000168925"
"4492","ENSG00000168936"
"4493","ENSG00000168939"
"4494","ENSG00000168944"
"4495","ENSG00000168958"
"4496","ENSG00000168994"
"4497","ENSG00000169016"
"4498","ENSG00000169018"
"4499","ENSG00000169021"
"4500","ENSG00000169026"
"4501","ENSG00000169032"
"4502","ENSG00000169035"
"4503","ENSG00000169047"
"4504","ENSG00000169057"
"4505","ENSG00000169071"
"4506","ENSG00000169087"
"4507","ENSG00000169093"
"4508","ENSG00000169100"
"4509","ENSG00000169105"
"4510","ENSG00000169122"
"4511","ENSG00000169126"
"4512","ENSG00000169131"
"4513","ENSG00000169136"
"4514","ENSG00000169155"
"4515","ENSG00000169184"
"4516","ENSG00000169213"
"4517","ENSG00000169218"
"4518","ENSG00000169239"
"4519","ENSG00000169249"
"4520","ENSG00000169282"
"4521","ENSG00000169313"
"4522","ENSG00000169372"
"4523","ENSG00000169379"
"4524","ENSG00000169410"
"4525","ENSG00000169435"
"4526","ENSG00000169439"
"4527","ENSG00000169446"
"4528","ENSG00000169499"
"4529","ENSG00000169504"
"4530","ENSG00000169508"
"4531","ENSG00000169550"
"4532","ENSG00000169567"
"4533","ENSG00000169594"
"4534","ENSG00000169599"
"4535","ENSG00000169609"
"4536","ENSG00000169621"
"4537","ENSG00000169635"
"4538","ENSG00000169641"
"4539","ENSG00000169668"
"4540","ENSG00000169682"
"4541","ENSG00000169692"
"4542","ENSG00000169696"
"4543","ENSG00000169710"
"4544","ENSG00000169714"
"4545","ENSG00000169718"
"4546","ENSG00000169738"
"4547","ENSG00000169752"
"4548","ENSG00000169758"
"4549","ENSG00000169762"
"4550","ENSG00000169764"
"4551","ENSG00000169826"
"4552","ENSG00000169855"
"4553","ENSG00000169857"
"4554","ENSG00000169860"
"4555","ENSG00000169871"
"4556","ENSG00000169902"
"4557","ENSG00000169908"
"4558","ENSG00000169926"
"4559","ENSG00000169964"
"4560","ENSG00000169967"
"4561","ENSG00000170004"
"4562","ENSG00000170011"
"4563","ENSG00000170035"
"4564","ENSG00000170037"
"4565","ENSG00000170085"
"4566","ENSG00000170088"
"4567","ENSG00000170092"
"4568","ENSG00000170099"
"4569","ENSG00000170100"
"4570","ENSG00000170144"
"4571","ENSG00000170153"
"4572","ENSG00000170160"
"4573","ENSG00000170234"
"4574","ENSG00000170242"
"4575","ENSG00000170248"
"4576","ENSG00000170260"
"4577","ENSG00000170264"
"4578","ENSG00000170265"
"4579","ENSG00000170275"
"4580","ENSG00000170291"
"4581","ENSG00000170293"
"4582","ENSG00000170296"
"4583","ENSG00000170310"
"4584","ENSG00000170324"
"4585","ENSG00000170325"
"4586","ENSG00000170345"
"4587","ENSG00000170364"
"4588","ENSG00000170365"
"4589","ENSG00000170379"
"4590","ENSG00000170381"
"4591","ENSG00000170382"
"4592","ENSG00000170412"
"4593","ENSG00000170425"
"4594","ENSG00000170430"
"4595","ENSG00000170445"
"4596","ENSG00000170448"
"4597","ENSG00000170456"
"4598","ENSG00000170458"
"4599","ENSG00000170469"
"4600","ENSG00000170476"
"4601","ENSG00000170477"
"4602","ENSG00000170485"
"4603","ENSG00000170500"
"4604","ENSG00000170522"
"4605","ENSG00000170537"
"4606","ENSG00000170542"
"4607","ENSG00000170545"
"4608","ENSG00000170561"
"4609","ENSG00000170584"
"4610","ENSG00000170604"
"4611","ENSG00000170624"
"4612","ENSG00000170629"
"4613","ENSG00000170634"
"4614","ENSG00000170653"
"4615","ENSG00000170776"
"4616","ENSG00000170802"
"4617","ENSG00000170835"
"4618","ENSG00000170836"
"4619","ENSG00000170837"
"4620","ENSG00000170852"
"4621","ENSG00000170854"
"4622","ENSG00000170876"
"4623","ENSG00000170889"
"4624","ENSG00000170899"
"4625","ENSG00000170903"
"4626","ENSG00000170915"
"4627","ENSG00000170917"
"4628","ENSG00000170946"
"4629","ENSG00000170954"
"4630","ENSG00000170959"
"4631","ENSG00000171016"
"4632","ENSG00000171033"
"4633","ENSG00000171051"
"4634","ENSG00000171055"
"4635","ENSG00000171100"
"4636","ENSG00000171105"
"4637","ENSG00000171109"
"4638","ENSG00000171116"
"4639","ENSG00000171119"
"4640","ENSG00000171121"
"4641","ENSG00000171124"
"4642","ENSG00000171150"
"4643","ENSG00000171159"
"4644","ENSG00000171160"
"4645","ENSG00000171189"
"4646","ENSG00000171199"
"4647","ENSG00000171204"
"4648","ENSG00000171206"
"4649","ENSG00000171219"
"4650","ENSG00000171222"
"4651","ENSG00000171223"
"4652","ENSG00000171227"
"4653","ENSG00000171234"
"4654","ENSG00000171243"
"4655","ENSG00000171246"
"4656","ENSG00000171291"
"4657","ENSG00000171365"
"4658","ENSG00000171368"
"4659","ENSG00000171388"
"4660","ENSG00000171425"
"4661","ENSG00000171435"
"4662","ENSG00000171443"
"4663","ENSG00000171448"
"4664","ENSG00000171453"
"4665","ENSG00000171467"
"4666","ENSG00000171469"
"4667","ENSG00000171488"
"4668","ENSG00000171503"
"4669","ENSG00000171533"
"4670","ENSG00000171552"
"4671","ENSG00000171566"
"4672","ENSG00000171574"
"4673","ENSG00000171608"
"4674","ENSG00000171612"
"4675","ENSG00000171621"
"4676","ENSG00000171634"
"4677","ENSG00000171649"
"4678","ENSG00000171659"
"4679","ENSG00000171703"
"4680","ENSG00000171714"
"4681","ENSG00000171720"
"4682","ENSG00000171723"
"4683","ENSG00000171724"
"4684","ENSG00000171735"
"4685","ENSG00000171763"
"4686","ENSG00000171811"
"4687","ENSG00000171813"
"4688","ENSG00000171823"
"4689","ENSG00000171824"
"4690","ENSG00000171840"
"4691","ENSG00000171843"
"4692","ENSG00000171847"
"4693","ENSG00000171853"
"4694","ENSG00000171858"
"4695","ENSG00000171862"
"4696","ENSG00000171863"
"4697","ENSG00000171867"
"4698","ENSG00000171877"
"4699","ENSG00000171885"
"4700","ENSG00000171914"
"4701","ENSG00000171928"
"4702","ENSG00000171943"
"4703","ENSG00000171951"
"4704","ENSG00000171953"
"4705","ENSG00000171954"
"4706","ENSG00000171962"
"4707","ENSG00000171970"
"4708","ENSG00000171984"
"4709","ENSG00000171988"
"4710","ENSG00000171992"
"4711","ENSG00000172005"
"4712","ENSG00000172006"
"4713","ENSG00000172007"
"4714","ENSG00000172009"
"4715","ENSG00000172014"
"4716","ENSG00000172037"
"4717","ENSG00000172046"
"4718","ENSG00000172058"
"4719","ENSG00000172062"
"4720","ENSG00000172081"
"4721","ENSG00000172116"
"4722","ENSG00000172123"
"4723","ENSG00000172137"
"4724","ENSG00000172164"
"4725","ENSG00000172171"
"4726","ENSG00000172175"
"4727","ENSG00000172183"
"4728","ENSG00000172197"
"4729","ENSG00000172216"
"4730","ENSG00000172232"
"4731","ENSG00000172236"
"4732","ENSG00000172243"
"4733","ENSG00000172244"
"4734","ENSG00000172247"
"4735","ENSG00000172260"
"4736","ENSG00000172264"
"4737","ENSG00000172301"
"4738","ENSG00000172322"
"4739","ENSG00000172346"
"4740","ENSG00000172366"
"4741","ENSG00000172380"
"4742","ENSG00000172382"
"4743","ENSG00000172426"
"4744","ENSG00000172458"
"4745","ENSG00000172465"
"4746","ENSG00000172469"
"4747","ENSG00000172493"
"4748","ENSG00000172530"
"4749","ENSG00000172551"
"4750","ENSG00000172578"
"4751","ENSG00000172594"
"4752","ENSG00000172613"
"4753","ENSG00000172661"
"4754","ENSG00000172663"
"4755","ENSG00000172671"
"4756","ENSG00000172673"
"4757","ENSG00000172687"
"4758","ENSG00000172724"
"4759","ENSG00000172728"
"4760","ENSG00000172748"
"4761","ENSG00000172771"
"4762","ENSG00000172775"
"4763","ENSG00000172780"
"4764","ENSG00000172785"
"4765","ENSG00000172789"
"4766","ENSG00000172794"
"4767","ENSG00000172795"
"4768","ENSG00000172809"
"4769","ENSG00000172817"
"4770","ENSG00000172819"
"4771","ENSG00000172828"
"4772","ENSG00000172830"
"4773","ENSG00000172831"
"4774","ENSG00000172840"
"4775","ENSG00000172845"
"4776","ENSG00000172869"
"4777","ENSG00000172888"
"4778","ENSG00000172890"
"4779","ENSG00000172932"
"4780","ENSG00000172939"
"4781","ENSG00000172943"
"4782","ENSG00000172974"
"4783","ENSG00000172977"
"4784","ENSG00000172985"
"4785","ENSG00000172992"
"4786","ENSG00000173020"
"4787","ENSG00000173039"
"4788","ENSG00000173064"
"4789","ENSG00000173068"
"4790","ENSG00000173114"
"4791","ENSG00000173120"
"4792","ENSG00000173137"
"4793","ENSG00000173145"
"4794","ENSG00000173153"
"4795","ENSG00000173166"
"4796","ENSG00000173175"
"4797","ENSG00000173210"
"4798","ENSG00000173214"
"4799","ENSG00000173226"
"4800","ENSG00000173227"
"4801","ENSG00000173264"
"4802","ENSG00000173267"
"4803","ENSG00000173273"
"4804","ENSG00000173276"
"4805","ENSG00000173281"
"4806","ENSG00000173327"
"4807","ENSG00000173366"
"4808","ENSG00000173369"
"4809","ENSG00000173376"
"4810","ENSG00000173432"
"4811","ENSG00000173456"
"4812","ENSG00000173480"
"4813","ENSG00000173511"
"4814","ENSG00000173535"
"4815","ENSG00000173540"
"4816","ENSG00000173546"
"4817","ENSG00000173581"
"4818","ENSG00000173588"
"4819","ENSG00000173597"
"4820","ENSG00000173599"
"4821","ENSG00000173611"
"4822","ENSG00000173621"
"4823","ENSG00000173653"
"4824","ENSG00000173698"
"4825","ENSG00000173705"
"4826","ENSG00000173706"
"4827","ENSG00000173715"
"4828","ENSG00000173727"
"4829","ENSG00000173744"
"4830","ENSG00000173762"
"4831","ENSG00000173809"
"4832","ENSG00000173812"
"4833","ENSG00000173818"
"4834","ENSG00000173852"
"4835","ENSG00000173875"
"4836","ENSG00000173889"
"4837","ENSG00000173914"
"4838","ENSG00000173917"
"4839","ENSG00000173926"
"4840","ENSG00000173960"
"4841","ENSG00000173991"
"4842","ENSG00000173992"
"4843","ENSG00000174004"
"4844","ENSG00000174032"
"4845","ENSG00000174080"
"4846","ENSG00000174106"
"4847","ENSG00000174123"
"4848","ENSG00000174125"
"4849","ENSG00000174130"
"4850","ENSG00000174136"
"4851","ENSG00000174137"
"4852","ENSG00000174151"
"4853","ENSG00000174175"
"4854","ENSG00000174177"
"4855","ENSG00000174197"
