"record_id","name","ensembl","biomarker_type","biomarker_direction","biomaker_name"
"BiomarkerKG-1977326047","PGR","ENSG00000082175","Protein Expression","Negative","PGR Protein Expression Negative"
"BiomarkerKG1662110747","FGF","ENSG00000162344","gene others","Positive","FGF gene others Positive"
"BiomarkerKG1662110747","FGFR","ENSG00000068078","gene others","Positive","FGFR gene others Positive"
"BiomarkerKG-9935330","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG-9935330","ESR1","ENSG00000091831","Protein Expression","Negative","ESR1 Protein Expression Negative"
"BiomarkerKG-9935330","PGR","ENSG00000082175","Protein Expression","Negative","PGR Protein Expression Negative"
"BiomarkerKG1850261349","ERBB2","ENSG00000141736","Protein Expression","Positive","ERBB2 Protein Expression Positive"
"BiomarkerKG-1535116097","ERBB2","ENSG00000141736","Protein Expression","Positive","ERBB2 Protein Expression Positive"
"BiomarkerKG-1535116097","ESR1","ENSG00000091831","Protein Expression","Positive/Negative","ESR1 Protein Expression Positive/Negative"
"BiomarkerKG-1535116097","PGR","ENSG00000082175","Protein Expression","Positive/Negative","PGR Protein Expression Positive/Negative"
"BiomarkerKG-800062053","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG-800062053","ESR1","ENSG00000091831","Protein Expression","Positive","ESR1 Protein Expression Positive"
"BiomarkerKG-800062053","PGR","ENSG00000082175","Protein Expression","Positive","PGR Protein Expression Positive"
"BiomarkerKG-2005931595","ERBB2","ENSG00000141736","Protein Expression","Positive","ERBB2 Protein Expression Positive"
"BiomarkerKG992071428","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG-770749269","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG-770749269","ESR1","ENSG00000091831","Protein Expression","Negative","ESR1 Protein Expression Negative"
"BiomarkerKG-770749269","PGR","ENSG00000082175","Protein Expression","Negative","PGR Protein Expression Negative"
"BiomarkerKG-94465509","ESR1","ENSG00000091831","Protein Expression","Positive","ESR1 Protein Expression Positive"
"BiomarkerKG29199886","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG29199886","BRCA1","ENSG00000012048","Protein Expression","Negative","BRCA1 Protein Expression Negative"
"BiomarkerKG29199886","BRCA2","ENSG00000139618","Protein Expression","Negative","BRCA2 Protein Expression Negative"
"BiomarkerKG29199886","PTEN","ENSG00000171862","Mutation","Positive","PTEN Mutation Positive"
"BiomarkerKG29199886","PALB2","ENSG00000083093","Mutation","Positive","PALB2 Mutation Positive"
"BiomarkerKG29199886","CHEK2","ENSG00000183765","Mutation","Positive","CHEK2 Mutation Positive"
"BiomarkerKG29199886","ATM","ENSG00000149311","Mutation","Positive","ATM Mutation Positive"
"BiomarkerKG29199886","NBN","ENSG00000104320","Mutation","Positive","NBN Mutation Positive"
"BiomarkerKG29199886","BARD1","ENSG00000138376","Mutation","Positive","BARD1 Mutation Positive"
"BiomarkerKG29199886","BRIP1","ENSG00000136492","Mutation","Positive","BRIP1 Mutation Positive"
"BiomarkerKG29199886","RAD50","ENSG00000113522","Mutation","Positive","RAD50 Mutation Positive"
"BiomarkerKG29199886","Rad51c","ENSG00000108384","Mutation","Positive","Rad51c Mutation Positive"
"BiomarkerKG29199886","Rad51d","ENSG00000185379","Mutation","Positive","Rad51d Mutation Positive"
"BiomarkerKG29199886","MRE11","ENSG00000020922","Mutation","Positive","MRE11 Mutation Positive"
"BiomarkerKG29199886","ATR","ENSG00000175054","Mutation","Positive","ATR Mutation Positive"
"BiomarkerKG29199886","FANCA","ENSG00000187741","Mutation","Positive","FANCA Mutation Positive"
"BiomarkerKG29199886","FANCC","ENSG00000158169","Mutation","Positive","FANCC Mutation Positive"
"BiomarkerKG29199886","FANCD2","ENSG00000144554","Mutation","Positive","FANCD2 Mutation Positive"
"BiomarkerKG29199886","FANCE","ENSG00000112039","Mutation","Positive","FANCE Mutation Positive"
"BiomarkerKG29199886","FANCF","ENSG00000183161","Mutation","Positive","FANCF Mutation Positive"
"BiomarkerKG29199886","FANCG","ENSG00000221829","Mutation","Positive","FANCG Mutation Positive"
"BiomarkerKG29199886","FANCL","ENSG00000115392","Mutation","Positive","FANCL Mutation Positive"
"BiomarkerKG1906523027","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG1906523027","ESR1","ENSG00000091831","Protein Expression","Positive","ESR1 Protein Expression Positive"
"BiomarkerKG1906523027","PIK3CA","ENSG00000121879","Mutation","Positive","PIK3CA Mutation Positive"
"BiomarkerKG-413287604","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG-413287604","ESR1","ENSG00000091831","Protein Expression","Positive","ESR1 Protein Expression Positive"
"BiomarkerKG1514699161","ESR1","ENSG00000091831","Protein Expression","Negative","ESR1 Protein Expression Negative"
"BiomarkerKG1514699161","PGR","ENSG00000082175","Protein expression","Negative","PGR Protein expression Negative"
"BiomarkerKG1514699161","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG-1435553749","ESR1","ENSG00000091831","Protein Expression","Negative","ESR1 Protein Expression Negative"
"BiomarkerKG-1435553749","PGR","ENSG00000082175","Protein expression","Negative","PGR Protein expression Negative"
"BiomarkerKG-1435553749","ERBB2","ENSG00000141736","Protein Expression & amplification","Negative","ERBB2 Protein Expression & amplification Negative"
"BiomarkerKG-1899271805","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG-1899271805","PGR","ENSG00000082175","Protein expression","Positive","PGR Protein expression Positive"
"BiomarkerKG-1899271805","ESR1","ENSG00000091831","Protein Expression","Positive","ESR1 Protein Expression Positive"
"BiomarkerKG809776760","ERBB2","ENSG00000141736","Protein Expression & Amplification","Positive","ERBB2 Protein Expression & Amplification Positive"
"BiomarkerKG-1915782920","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG-156769428","ERBB2","ENSG00000141736","Protein Expression & Amplification/Protein Expression","Positive","ERBB2 Protein Expression & Amplification/Protein Expression Positive"
"BiomarkerKG-156769428","PGR","ENSG00000082175","Protein Expression","Negative","PGR Protein Expression Negative"
"BiomarkerKG-156769428","ESR1","ENSG00000091831","Protein Expression","Negative","ESR1 Protein Expression Negative"
"BiomarkerKG-1013990068","ERBB2","ENSG00000141736","Protein Expression & Amplification/Protein Expression","Positive","ERBB2 Protein Expression & Amplification/Protein Expression Positive"
"BiomarkerKG-1013990068","PGR","ENSG00000082175","Protein Expression","Negative","PGR Protein Expression Negative"
"BiomarkerKG-1013990068","ESR1","ENSG00000091831","Protein Expression","Negative","ESR1 Protein Expression Negative"
"BiomarkerKG-447481596","ESR1","ENSG00000091831","Protein Expression","Positive","ESR1 Protein Expression Positive"
"BiomarkerKG-447481596","PGR","ENSG00000082175","Protein expression","Positive","PGR Protein expression Positive"
"BiomarkerKG-447481596","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG-447481596","Ki67","ENSG00000148773","Protein expression","Positive","Ki67 Protein expression Positive"
"BiomarkerKG-859329038","ESR1","ENSG00000091831","Protein Expression","Positive","ESR1 Protein Expression Positive"
"BiomarkerKG-859329038","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG687053448","ERBB2","ENSG00000141736","Protein Expression & Amplification","Positive","ERBB2 Protein Expression & Amplification Positive"
"BiomarkerKG-889764113","ESR1","ENSG00000091831","Protein Expression","Positive","ESR1 Protein Expression Positive"
"BiomarkerKG-889764113","ERBB2","ENSG00000141736","Protein expression","Negative","ERBB2 Protein expression Negative"
"BiomarkerKG-889764113","Ki67","ENSG00000148773","Protein Expression","Positive","Ki67 Protein Expression Positive"
"BiomarkerKG-103720969","ERBB2","ENSG00000141736","Protein Expression &Amplification/Protein Expression","Positive","ERBB2 Protein Expression &Amplification/Protein Expression Positive"
"BiomarkerKG1827935371","ERBB2","ENSG00000141736","Protein Expression & Amplification/Protein Expression","Positive","ERBB2 Protein Expression & Amplification/Protein Expression Positive"
"BiomarkerKG1827935371","ESR1","ENSG00000091831","Protein Expression","Positive","ESR1 Protein Expression Positive"
"BiomarkerKG1827935371","PGR","ENSG00000082175","Protein Expression","Positive","PGR Protein Expression Positive"
"BiomarkerKG1686449390","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG1686449390","ESR1","ENSG00000091831","Protein expression","Positive/Negative","ESR1 Protein expression Positive/Negative"
"BiomarkerKG1686449390","PGR","ENSG00000082175","Protein Expression","Positive/Negative","PGR Protein Expression Positive/Negative"
"BiomarkerKG-435072881","ERBB2","ENSG00000141736","Protein Expression","Positive","ERBB2 Protein Expression Positive"
"BiomarkerKG-316459000","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG-316459000","ESR1","ENSG00000091831","Protein expression","Positive","ESR1 Protein expression Positive"
"BiomarkerKG-316459000","PGR","ENSG00000082175","Protein Expression","Positive","PGR Protein Expression Positive"
"BiomarkerKG1503939067","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG-2032842044","ESR1","ENSG00000091831","Protein Expression","Positive","ESR1 Protein Expression Positive"
"BiomarkerKG-2032842044","Bcl2","ENSG00000171791","Protein expression","Positive","Bcl2 Protein expression Positive"
"BiomarkerKG-2032842044","ERBB2","ENSG00000141736","Protein Expression","Positive","ERBB2 Protein Expression Positive"
"BiomarkerKG1935542298",NA,"ENSG00000183023",NA,NA,"NA NA NA"
"BiomarkerKG276424285","ERBB2","ENSG00000141736","Protein Expression","Positive","ERBB2 Protein Expression Positive"
"BiomarkerKG276424285","ESR1","ENSG00000091831","Protein expression","Positive/Negative","ESR1 Protein expression Positive/Negative"
"BiomarkerKG276424285","PGR","ENSG00000082175","Protein Expression","Positive/Negative","PGR Protein Expression Positive/Negative"
"BiomarkerKG276424285","PDL1","ENSG00000120217","Protein expression","Positive/Negative","PDL1 Protein expression Positive/Negative"
"BiomarkerKG1623818552","ERBB2","ENSG00000141736","Protein Expression & Amplification/Protein Expression","Positive","ERBB2 Protein Expression & Amplification/Protein Expression Positive"
"BiomarkerKG-627703212","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG-627703212","ESR1","ENSG00000091831","Protein expression","Negative","ESR1 Protein expression Negative"
"BiomarkerKG-627703212","PGR","ENSG00000082175","Protein Expression","Negative","PGR Protein Expression Negative"
"BiomarkerKG-627703212","PDL1","ENSG00000120217","Protein Expression","Positive","PDL1 Protein Expression Positive"
"BiomarkerKG-1795461556","ESR1","ENSG00000091831","Protein Expression","Positive","ESR1 Protein Expression Positive"
"BiomarkerKG-1795461556","ERBB2","ENSG00000141736","Protein expression","Negative","ERBB2 Protein expression Negative"
"BiomarkerKG-1795461556","Ki67","ENSG00000148773","Protein Expression","Positive","Ki67 Protein Expression Positive"
"BiomarkerKG1649159632","ERBB2","ENSG00000141736","Protein Expression & Amplification","Positive","ERBB2 Protein Expression & Amplification Positive"
"BiomarkerKG1649159632","ESR1","ENSG00000091831","Protein Expression","Positive/Negative","ESR1 Protein Expression Positive/Negative"
"BiomarkerKG1649159632","PGR","ENSG00000082175","Protein Expression","Positive/Negative","PGR Protein Expression Positive/Negative"
"BiomarkerKG-1239420556","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG-1239420556","ESR1","ENSG00000091831","Protein Expression","Positive/Negative","ESR1 Protein Expression Positive/Negative"
"BiomarkerKG-1239420556","PGR","ENSG00000082175","Protein Expression","Positive/Negative","PGR Protein Expression Positive/Negative"
"BiomarkerKG-2135616330","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG-2135616330","ESR1","ENSG00000091831","Protein Expression","Negative","ESR1 Protein Expression Negative"
"BiomarkerKG-2135616330","PGR","ENSG00000082175","Protein Expression","Negative","PGR Protein Expression Negative"
"BiomarkerKG2061889424","ERBB2","ENSG00000141736","Protein Expression and Amplification","Positive","ERBB2 Protein Expression and Amplification Positive"
"BiomarkerKG2061889424","ESR1","ENSG00000091831","Protein Expression","Positive","ESR1 Protein Expression Positive"
"BiomarkerKG2061889424","PGR","ENSG00000082175","Protein Expression","Positive","PGR Protein Expression Positive"
"BiomarkerKG905609745","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG905609745","ESR1","ENSG00000091831","Protein Expression","Positive","ESR1 Protein Expression Positive"
"BiomarkerKG905609745","PGR","ENSG00000082175","Protein Expression","Positive","PGR Protein Expression Positive"
"BiomarkerKG905609745","Ki67","ENSG00000148773","Protein Expression","Positive","Ki67 Protein Expression Positive"
"BiomarkerKG345427327","ERBB2","ENSG00000141736","Protein Expression & Amplification/Protein Expression","Positive","ERBB2 Protein Expression & Amplification/Protein Expression Positive"
"BiomarkerKG345427327","ESR1","ENSG00000091831","Protein Expression","Positive/Negative","ESR1 Protein Expression Positive/Negative"
"BiomarkerKG345427327","PGR","ENSG00000082175","Protein Expression","Positive/Negative","PGR Protein Expression Positive/Negative"
"BiomarkerKG702885081","ERBB2","ENSG00000141736","Protein Expression & Amplification/Protein Expression","Positive","ERBB2 Protein Expression & Amplification/Protein Expression Positive"
"BiomarkerKG-1430355371","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG-1430355371","ESR1","ENSG00000091831","Protein Expression","Negative","ESR1 Protein Expression Negative"
"BiomarkerKG-1430355371","PGR","ENSG00000082175","Protein Expression","Negative","PGR Protein Expression Negative"
"BiomarkerKG-1430355371","PDL1","ENSG00000120217","Protein Expression","Positive","PDL1 Protein Expression Positive"
"BiomarkerKG-1139236655","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG-1139236655","ESR1","ENSG00000091831","Protein Expression/mutation","Positive","ESR1 Protein Expression/mutation Positive"
"BiomarkerKG-1139236655","ATM","ENSG00000149311","mutation","Positive","ATM mutation Positive"
"BiomarkerKG-1139236655","BARD1","ENSG00000138376","mutation","Positive","BARD1 mutation Positive"
"BiomarkerKG-1139236655","BRCA1","ENSG00000012048","mutation","Positive","BRCA1 mutation Positive"
"BiomarkerKG-1139236655","BRCA2","ENSG00000139618","mutation","Positive","BRCA2 mutation Positive"
"BiomarkerKG-1139236655","BRIP1","ENSG00000136492","mutation","Positive","BRIP1 mutation Positive"
"BiomarkerKG-1139236655","CDK12","ENSG00000167258","mutation","Positive","CDK12 mutation Positive"
"BiomarkerKG-1139236655","CHEK1","ENSG00000149554","mutation","Positive","CHEK1 mutation Positive"
"BiomarkerKG-1139236655","CHEK2","ENSG00000183765","mutation","Positive","CHEK2 mutation Positive"
"BiomarkerKG-1139236655","FANCA","ENSG00000187741","mutation","Positive","FANCA mutation Positive"
"BiomarkerKG-1139236655","FAND2","NA","mutation","Positive","FAND2 mutation Positive"
"BiomarkerKG-1139236655","FANCL","ENSG00000115392","mutation","Positive","FANCL mutation Positive"
"BiomarkerKG-1139236655","MRE11A","ENSG00000020922","mutation","Positive","MRE11A mutation Positive"
"BiomarkerKG-1139236655","NBN","ENSG00000104320","mutation","Positive","NBN mutation Positive"
"BiomarkerKG-1139236655","PALB2","ENSG00000083093","mutation","Positive","PALB2 mutation Positive"
"BiomarkerKG-1139236655","PPP2R2A","ENSG00000221914","mutation","Positive","PPP2R2A mutation Positive"
"BiomarkerKG-1139236655","RAD51B","ENSG00000182185","mutation","Positive","RAD51B mutation Positive"
"BiomarkerKG-1139236655","RAD51C","ENSG00000108384","mutation","Positive","RAD51C mutation Positive"
"BiomarkerKG-1139236655","RAD51D","ENSG00000185379","mutation","Positive","RAD51D mutation Positive"
"BiomarkerKG-1139236655","RAD54L","ENSG00000085224","mutation","Positive","RAD54L mutation Positive"
"BiomarkerKG-1139236655","AKT1","ENSG00000142208","mutation","Positive","AKT1 mutation Positive"
"BiomarkerKG-1139236655","FGFR1","ENSG00000077782","mutation","Positive","FGFR1 mutation Positive"
"BiomarkerKG-1139236655","FGFR2","ENSG00000066468","mutation","Positive","FGFR2 mutation Positive"
"BiomarkerKG-1139236655","FGFR3","ENSG00000068078","mutation","Positive","FGFR3 mutation Positive"
"BiomarkerKG-1139236655","PIK3CA","ENSG00000121879","mutation","Positive","PIK3CA mutation Positive"
"BiomarkerKG1505390240","ERBB2","ENSG00000141736","Protein Expression","Positive","ERBB2 Protein Expression Positive"
"BiomarkerKG1505390240","ESR1","ENSG00000091831","Protein Expression","Positive/Negative","ESR1 Protein Expression Positive/Negative"
"BiomarkerKG1505390240","PGR","ENSG00000082175","Protein Expression","Positive/Negative","PGR Protein Expression Positive/Negative"
"BiomarkerKG729598124","ERBB2","ENSG00000141736","Protein Expression","Positive","ERBB2 Protein Expression Positive"
"BiomarkerKG729598124","ESR1","ENSG00000091831","Protein Expression","Negative","ESR1 Protein Expression Negative"
"BiomarkerKG729598124","PGR","ENSG00000082175","Protein Expression","Negative","PGR Protein Expression Negative"
"BiomarkerKG-1616092040","ERBB2","ENSG00000141736","Protein Expression","Positive/Negative","ERBB2 Protein Expression Positive/Negative"
"BiomarkerKG-1616092040","ESR1","ENSG00000091831","Protein Expression","Positive/Negative","ESR1 Protein Expression Positive/Negative"
"BiomarkerKG-1616092040","PGR","ENSG00000082175","Protein Expression","Positive/Negative","PGR Protein Expression Positive/Negative"
"BiomarkerKG-1616092040","BRCA1","ENSG00000012048","mutation","Negative","BRCA1 mutation Negative"
"BiomarkerKG-1616092040","BRCA2","ENSG00000139618","mutation","Negative","BRCA2 mutation Negative"
"BiomarkerKG-226063560","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG-226063560","ESR1","ENSG00000091831","Protein Expression","Positive","ESR1 Protein Expression Positive"
"BiomarkerKG-601099740","ERBB2","ENSG00000141736","Protein Expression","Positive","ERBB2 Protein Expression Positive"
"BiomarkerKG-274333150","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG-274333150","ESR1","ENSG00000091831","Protein Expression","Positive","ESR1 Protein Expression Positive"
"BiomarkerKG-274333150","PGR","ENSG00000082175","Protein Expression","Positive","PGR Protein Expression Positive"
"BiomarkerKG921194961","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG921194961","ESR1","ENSG00000091831","Protein Expression","Negative","ESR1 Protein Expression Negative"
"BiomarkerKG921194961","PGR","ENSG00000082175","Protein Expression","Negative","PGR Protein Expression Negative"
"BiomarkerKG-1540813963","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG-1540813963","ESR1","ENSG00000091831","Protein Expression","Positive","ESR1 Protein Expression Positive"
"BiomarkerKG-1540813963","PGR","ENSG00000082175","Protein Expression","Positive","PGR Protein Expression Positive"
"BiomarkerKG1068866669","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG1068866669","CCR5","ENSG00000160791","Protein Expression","Positive","CCR5 Protein Expression Positive"
"BiomarkerKG1068866669","ESR1","ENSG00000091831","Protein Expression","Negative","ESR1 Protein Expression Negative"
"BiomarkerKG1068866669","PGR","ENSG00000082175","Protein Expression","Negative","PGR Protein Expression Negative"
"BiomarkerKG-1471164927","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG-1471164927","ESR1","ENSG00000091831","Protein Expression","Negative","ESR1 Protein Expression Negative"
"BiomarkerKG-1471164927","PGR","ENSG00000082175","Protein Expression","Negative","PGR Protein Expression Negative"
"BiomarkerKG-57313394","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG-57313394","ESR1","ENSG00000091831","Protein Expression","Negative","ESR1 Protein Expression Negative"
"BiomarkerKG-57313394","PGR","ENSG00000082175","Protein Expression","Negative","PGR Protein Expression Negative"
"BiomarkerKG-617297347","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG-617297347","ESR1","ENSG00000091831","Protein Expression","Positive","ESR1 Protein Expression Positive"
"BiomarkerKG-617297347","PGR","ENSG00000082175","Protein Expression","Positive","PGR Protein Expression Positive"
"BiomarkerKG-891847787","ERBB2","ENSG00000141736","Protein Expression","Positive","ERBB2 Protein Expression Positive"
"BiomarkerKG-891847787","ESR1","ENSG00000091831","Protein Expression","Positive","ESR1 Protein Expression Positive"
"BiomarkerKG-891847787","PGR","ENSG00000082175","Protein Expression","Positive","PGR Protein Expression Positive"
"BiomarkerKG1568508684","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG1568508684","ESR1","ENSG00000091831","Protein Expression","Negative","ESR1 Protein Expression Negative"
"BiomarkerKG1568508684","PGR","ENSG00000082175","Protein Expression","Negative","PGR Protein Expression Negative"
"BiomarkerKG1568508684","LDH","ENSG00000134333","Protein Expression","Positive","LDH Protein Expression Positive"
"BiomarkerKG551843489","ERBB2","ENSG00000141736","Protein Expression","Positive/Negative","ERBB2 Protein Expression Positive/Negative"
"BiomarkerKG551843489","ESR1","ENSG00000091831","Protein Expression","Positive/Negative","ESR1 Protein Expression Positive/Negative"
"BiomarkerKG551843489","PGR","ENSG00000082175","Protein Expression","Positive/Negative","PGR Protein Expression Positive/Negative"
"BiomarkerKG1477271139","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG1477271139","ESR1","ENSG00000091831","Protein Expression","Negative","ESR1 Protein Expression Negative"
"BiomarkerKG1477271139","PGR","ENSG00000082175","Protein Expression","Negative","PGR Protein Expression Negative"
"BiomarkerKG1477271139","5T4","ENSG00000146242","Protein Expression","Positive/Negative","5T4 Protein Expression Positive/Negative"
"BiomarkerKG285317920","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG285317920","ESR1","ENSG00000091831","Protein Expression","Negative","ESR1 Protein Expression Negative"
"BiomarkerKG285317920","5T4","ENSG00000146242","Protein Expression","Positive/Negative","5T4 Protein Expression Positive/Negative"
"BiomarkerKG-482905584","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG-482905584","ESR1","ENSG00000091831","Protein Expression","Negative","ESR1 Protein Expression Negative"
"BiomarkerKG-482905584","PGR","ENSG00000082175","Protein Expression","Negative","PGR Protein Expression Negative"
"BiomarkerKG627952349",NA,"ENSG00000183023",NA,NA,"NA NA NA"
"BiomarkerKG-1661914186","ERBB2","ENSG00000141736","Protein Expression/Protein Expression & Amplification","Positive","ERBB2 Protein Expression/Protein Expression & Amplification Positive"
"BiomarkerKG-1661914186","ESR1","ENSG00000091831","Protein Expression","Positive","ESR1 Protein Expression Positive"
"BiomarkerKG-1661914186","PGR","ENSG00000082175","Protein Expression","Positive","PGR Protein Expression Positive"
"BiomarkerKG-1814161762","ERBB2","ENSG00000141736","Protein Expression/Protein expression & Amplification","Positive","ERBB2 Protein Expression/Protein expression & Amplification Positive"
"BiomarkerKG-1814161762","ESR1","ENSG00000091831","Protein Expression","Negative","ESR1 Protein Expression Negative"
"BiomarkerKG-1814161762","PGR","ENSG00000082175","Protein Expression","Negative","PGR Protein Expression Negative"
"BiomarkerKG-437004938","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG-437004938","ESR1","ENSG00000091831","Protein Expression","Negative","ESR1 Protein Expression Negative"
"BiomarkerKG-437004938","PGR","ENSG00000082175","Protein Expression","Negative","PGR Protein Expression Negative"
"BiomarkerKG-437004938","PDL1","ENSG00000120217","Protein Expression","Negative","PDL1 Protein Expression Negative"
"BiomarkerKG-437004938","BRCA1","ENSG00000012048","Mutation","Negative","BRCA1 Mutation Negative"
"BiomarkerKG-437004938","BRCA2","ENSG00000139618","Mutation","Negative","BRCA2 Mutation Negative"
"BiomarkerKG-1110084195","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG-1110084195","ESR1","ENSG00000091831","Protein Expression","Positive","ESR1 Protein Expression Positive"
"BiomarkerKG1364396589","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG1364396589","ESR1","ENSG00000091831","Protein Expression","Negative","ESR1 Protein Expression Negative"
"BiomarkerKG1364396589","PGR","ENSG00000082175","Protein Expression","Negative","PGR Protein Expression Negative"
"BiomarkerKG1364396589","Ki67","ENSG00000148773","Protein Expression","Positive","Ki67 Protein Expression Positive"
"BiomarkerKG-1448510916","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG-1448510916","ESR1","ENSG00000091831","Protein Expression","Negative","ESR1 Protein Expression Negative"
"BiomarkerKG-1448510916","PGR","ENSG00000082175","Protein Expression","Negative","PGR Protein Expression Negative"
"BiomarkerKG-2022083316","ERBB2","ENSG00000141736","Protein Expression","Positive","ERBB2 Protein Expression Positive"
"BiomarkerKG-2022083316","ESR1","ENSG00000091831","Protein Expression","Positive/Negative","ESR1 Protein Expression Positive/Negative"
"BiomarkerKG-2022083316","PGR","ENSG00000082175","Protein Expression","Positive/Negative","PGR Protein Expression Positive/Negative"
"BiomarkerKG356324322","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG356324322","ESR1","ENSG00000091831","Protein Expression","Positive","ESR1 Protein Expression Positive"
"BiomarkerKG356324322","PGR","ENSG00000082175","Protein Expression","Positive","PGR Protein Expression Positive"
"BiomarkerKG-104675348","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG-104675348","ESR1","ENSG00000091831","Protein Expression","Negative","ESR1 Protein Expression Negative"
"BiomarkerKG-104675348","PGR","ENSG00000082175","Protein Expression","Negative","PGR Protein Expression Negative"
"BiomarkerKG-1384231495","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG-1384231495","ESR1","ENSG00000091831","Protein Expression","Positive","ESR1 Protein Expression Positive"
"BiomarkerKG34334946","ESR1","ENSG00000091831","protein expression","Positve/negative","ESR1 protein expression Positve/negative"
"BiomarkerKG34334946","PGR","ENSG00000082175","protein expression","positive/negative","PGR protein expression positive/negative"
"BiomarkerKG34334946","ERBB2","ENSG00000141736","protein expression","negative","ERBB2 protein expression negative"
"BiomarkerKG1946912801","ESR1","ENSG00000091831","protein expression","Negative","ESR1 protein expression Negative"
"BiomarkerKG1946912801","PGR","ENSG00000082175","protein expression","negative","PGR protein expression negative"
"BiomarkerKG1946912801","ERBB2","ENSG00000141736","protein expression","negative","ERBB2 protein expression negative"
"BiomarkerKG-1577117464","ERBB2","ENSG00000141736","protein expression & amplification","Positve","ERBB2 protein expression & amplification Positve"
"BiomarkerKG-2085566364","ESR1","ENSG00000091831","protein expression","Positve","ESR1 protein expression Positve"
"BiomarkerKG-2085566364","ERBB2","ENSG00000141736","protein expression","negative","ERBB2 protein expression negative"
"BiomarkerKG-1494023734","ERBB2","ENSG00000141736","protein expression","Negative","ERBB2 protein expression Negative"
